,count,cat,subcat,subsubcat,combined_cats,combined_cats_lower,processed_comps,sentiment_scores,neg,neu,pos,compound
1031,1,Department of Sanitation,Literature Request,"NYC ""COMPOST-URBAN GUIDE""GUIDE","Department of Sanitation Literature Request NYC ""COMPOST-URBAN GUIDE""GUIDE","department of sanitation literature request nyc ""compost-urban guide""guide",department sanitation waste general information nyc composturban guideguide,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",0.286,0.714,0.0,-0.4215
1032,1,Personal Exemption Unit,DOF Property - Reduction Issue,Personal Crime Victim or Good Samaritan Exemption,Personal Exemption Unit DOF Property - Reduction Issue Personal Crime Victim or Good Samaritan Exemption,personal exemption unit dof property - reduction issue personal crime victim or good samaritan exemption,personal exemption unit dof property building reduction issue personal crime victim good samaritan exemption,"{'neg': 0.287, 'neu': 0.564, 'pos': 0.149, 'compound': -0.4019}",0.287,0.564,0.149,-0.4019
1033,1,Department of Health and Mental Hygiene,Rodent,Rodent Bite - PCS Only,Department of Health and Mental Hygiene Rodent Rodent Bite - PCS Only,department of health and mental hygiene rodent rodent bite - pcs only,department health mental hygiene public health rodent rats pest control public health rodent rats pest control bite pcs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1034,1,School - PS 24 Spuyten Duyvil,School Maintenance,Snow/Ice,School - PS 24 Spuyten Duyvil School Maintenance Snow/Ice,school - ps 24 spuyten duyvil school maintenance snow/ice,school ps spuyten duyvil school maintenance snow ice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1035,1,School - New Dorp High School,School Maintenance,Heating Problem,School - New Dorp High School School Maintenance Heating Problem,school - new dorp high school school maintenance heating problem,school new dorp high school school maintenance heating problem,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",0.252,0.748,0.0,-0.4019
1036,1,Department of Environmental Protection,Industrial Waste,Waterway-Oil/Gasoline (IHB),Department of Environmental Protection Industrial Waste Waterway-Oil/Gasoline (IHB),department of environmental protection industrial waste waterway-oil/gasoline (ihb),department environmental protection industrial waste waterwayoil gasoline ihb,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",0.286,0.714,0.0,-0.4215
1037,1,Department of Consumer Affairs,Consumer Complaint,Gender Pricing,Department of Consumer Affairs Consumer Complaint Gender Pricing,department of consumer affairs consumer complaint gender pricing,department constructionumer affairs constructionumer complaint gender pricing,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.268,0.732,0.0,-0.296
1038,1,Department of Transportation,Highway Sign - Damaged,Other/Unknown,Department of Transportation Highway Sign - Damaged Other/Unknown,department of transportation highway sign - damaged other/unknown,department transit transportation highway sign damaged unknown,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.4404}",0.326,0.674,0.0,-0.4404
1039,1,Department of Transportation,Highway Sign - Dangling,Construction,Department of Transportation Highway Sign - Dangling Construction,department of transportation highway sign - dangling construction,department transit transportation highway sign dangling construction,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1040,1,School - Bronx High School for the Visual Arts,School Maintenance,Heating Problem,School - Bronx High School for the Visual Arts School Maintenance Heating Problem,school - bronx high school for the visual arts school maintenance heating problem,school bronx high school visual arts school maintenance heating problem,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4019}",0.231,0.769,0.0,-0.4019
1041,1,Department of Consumer Affairs,Consumer Complaint,Bodega/Deli/Supermarket,Department of Consumer Affairs Consumer Complaint Bodega/Deli/Supermarket,department of consumer affairs consumer complaint bodega/deli/supermarket,department constructionumer affairs constructionumer complaint bodega deli supermarket,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",0.239,0.761,0.0,-0.296
1042,1,Department of Transportation,Street Light Condition,Fire Globe Missing,Department of Transportation Street Light Condition Fire Globe Missing,department of transportation street light condition fire globe missing,department transit transportation street light condition fire globe missing,"{'neg': 0.397, 'neu': 0.603, 'pos': 0.0, 'compound': -0.5574}",0.397,0.603,0.0,-0.5574
1043,1,School - Harry S Truman High School,School Maintenance,Heating Problem,School - Harry S Truman High School School Maintenance Heating Problem,school - harry s truman high school school maintenance heating problem,school harry truman high school school maintenance heating problem,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",0.252,0.748,0.0,-0.4019
1044,1,Department of Buildings,Miscellaneous Categories,Inspection Work Order (DOB),Department of Buildings Miscellaneous Categories Inspection Work Order (DOB),department of buildings miscellaneous categories inspection work order (dob),department buildings miscellaneous categories inspection inspection code enforcement violation violationection work order dob,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.4939}",0.211,0.789,0.0,-0.4939
1045,1,School - Explorations Academy High School,School Maintenance,Rodents/Mice,School - Explorations Academy High School School Maintenance Rodents/Mice,school - explorations academy high school school maintenance rodents/mice,school explorations academy high school school maintenance public health rodent rats pest controls public health rats public health rodent rats pest control pest control,"{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.0772}",0.0,0.947,0.053,0.0772
1046,1,Department of Environmental Protection,Industrial Waste,Waterway-Sewage (IHA),Department of Environmental Protection Industrial Waste Waterway-Sewage (IHA),department of environmental protection industrial waste waterway-sewage (iha),department environmental protection industrial waste waterwaysewage iha,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}",0.318,0.682,0.0,-0.4215
1047,1,School - PS 375 Jackie Robinson School,School Maintenance,Heating Problem,School - PS 375 Jackie Robinson School School Maintenance Heating Problem,school - ps 375 jackie robinson school school maintenance heating problem,school ps jackie robinson school school maintenance heating problem,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",0.252,0.748,0.0,-0.4019
1048,1,School - John Jay School for Law,School Maintenance,Broken Water Fountain,School - John Jay School for Law School Maintenance Broken Water Fountain,school - john jay school for law school maintenance broken water fountain,school john jay school law school maintenance broken water fountain,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",0.256,0.744,0.0,-0.4767
1049,1,Department for the Aging,Case Management Agency Complaint,N/A,Department for the Aging Case Management Agency Complaint N/A,department for the aging case management agency complaint n/a,department aging case management agency complaint n,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",0.306,0.694,0.0,-0.296
1050,1,School - Castle Bridge School,School Maintenance,Other School Condition,School - Castle Bridge School School Maintenance Other School Condition,school - castle bridge school school maintenance other school condition,school castle bridge school school maintenance school condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1051,1,School - PS 50 Talfourd Lawn Elementary School,School Maintenance,Rodents/Mice,School - PS 50 Talfourd Lawn Elementary School School Maintenance Rodents/Mice,school - ps 50 talfourd lawn elementary school school maintenance rodents/mice,school ps talfourd lawn elementary school school maintenance public health rodent rats pest controls public health rats public health rodent rats pest control pest control,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1052,1,School - Long Island City High School,School Maintenance,Heating Problem,School - Long Island City High School School Maintenance Heating Problem,school - long island city high school school maintenance heating problem,school long island city high school school maintenance heating problem,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4019}",0.231,0.769,0.0,-0.4019
1053,1,School - IS 227 Louis Armstrong,School Maintenance,Snow/Ice,School - IS 227 Louis Armstrong School Maintenance Snow/Ice,school - is 227 louis armstrong school maintenance snow/ice,school louis armstrong school maintenance snow ice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1054,1,Department of Consumer Affairs,DCA / DOH New License Application Request,Scale Dealer or Repairer License,Department of Consumer Affairs DCA / DOH New License Application Request Scale Dealer or Repairer License,department of consumer affairs dca / doh new license application request scale dealer or repairer license,department constructionumer affairs dca doh new license application request scale dealer repairer license,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1055,1,School - PS 233 Langston Hughes,School Maintenance,Unclean Condition,School - PS 233 Langston Hughes School Maintenance Unclean Condition,school - ps 233 langston hughes school maintenance unclean condition,school ps langston hughes school maintenance unclean condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1056,1,School - Pioneer Academy,School Maintenance,Other School Condition,School - Pioneer Academy School Maintenance Other School Condition,school - pioneer academy school maintenance other school condition,school pioneer academy school maintenance school condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1057,1,Department of Health and Mental Hygiene,Smoking,Flavored Tobacco,Department of Health and Mental Hygiene Smoking Flavored Tobacco,department of health and mental hygiene smoking flavored tobacco,department health mental hygiene smoking flavored tobacco,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1058,1,Department of Transportation,Traffic Signal Condition,On Messenger,Department of Transportation Traffic Signal Condition On Messenger,department of transportation traffic signal condition on messenger,department transit transportation traffic signal condition messenger,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1059,1,Department of Sanitation,Literature Request,RESIDENT CLEAN COMM. FLYER,Department of Sanitation Literature Request RESIDENT CLEAN COMM. FLYER,department of sanitation literature request resident clean comm. flyer,department sanitation waste general information resident clean comm flyer,"{'neg': 0.224, 'neu': 0.56, 'pos': 0.216, 'compound': -0.0258}",0.224,0.56,0.216,-0.0258
1060,1,Department of Transportation,Street Light Condition,Bracket Arm Bent,Department of Transportation Street Light Condition Bracket Arm Bent,department of transportation street light condition bracket arm bent,department transit transportation street light condition bracket arm bent,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1061,1,MOC,Select Message Type...,Doing Business with NYC,MOC Select Message Type... Doing Business with NYC,moc select message type... doing business with nyc,moc select message type business nyc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1062,1,Department of Health and Mental Hygiene,Food Establishment,Milk Not Pasteurized,Department of Health and Mental Hygiene Food Establishment Milk Not Pasteurized,department of health and mental hygiene food establishment milk not pasteurized,department health mental hygiene food establishment milk pasteurized,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1063,1,Department of Transportation,Street Light Condition,Wood Pole Leaning,Department of Transportation Street Light Condition Wood Pole Leaning,department of transportation street light condition wood pole leaning,department transit transportation street light condition wood pole leaning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1064,1,School - PS 36 J C Drumgoole,School Maintenance,Graffiti,School - PS 36 J C Drumgoole School Maintenance Graffiti,school - ps 36 j c drumgoole school maintenance graffiti,school ps j c drumgoole school maintenance graffiti,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1065,1,School - Business of Sports School,School Maintenance,Heating Problem,School - Business of Sports School School Maintenance Heating Problem,school - business of sports school school maintenance heating problem,school business sports school school maintenance heating problem,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",0.278,0.722,0.0,-0.4019
1066,1,School - PS 376 Queens,School Maintenance,Unclean Condition,School - PS 376 Queens School Maintenance Unclean Condition,school - ps 376 queens school maintenance unclean condition,school ps queens school maintenance unclean condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1067,1,New York City Police Department,Non-Emergency Police Matter,Street Con Game,New York City Police Department Non-Emergency Police Matter Street Con Game,new york city police department non-emergency police matter street con game,new york city police department nonemergency police matter street con game,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.0258}",0.0,0.901,0.099,0.0258
1068,1,School - PS 1 The Bergen,School Maintenance,Other School Condition,School - PS 1 The Bergen School Maintenance Other School Condition,school - ps 1 the bergen school maintenance other school condition,school ps bergen school maintenance school condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1069,1,Department of Transportation,Traffic Signal Condition,Turn Signal,Department of Transportation Traffic Signal Condition Turn Signal,department of transportation traffic signal condition turn signal,department transit transportation traffic signal condition turn signal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1070,1,Department of Housing Preservation and Development,HPD Literature Request,Senior Citizen Home Assistance Program (SCHAP) Loan,Department of Housing Preservation and Development HPD Literature Request Senior Citizen Home Assistance Program (SCHAP) Loan,department of housing preservation and development hpd literature request senior citizen home assistance program (schap) loan,department housing preservation development hpd general information senior citizen home assistance program schap loan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1071,1,Department of Transportation,Bridge Condition,Fallen Debris from Bridge,Department of Transportation Bridge Condition Fallen Debris from Bridge,department of transportation bridge condition fallen debris from bridge,department transit transportation bridge condition fallen brush debris bulky bridge,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.3612}",0.217,0.783,0.0,-0.3612
1072,1,Department of Transportation,Traffic Signal Condition,Door,Department of Transportation Traffic Signal Condition Door,department of transportation traffic signal condition door,department transit transportation traffic signal condition door,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1073,1,Department of Housing Preservation and Development,HPD Literature Request,Housing Quality Standards (HQS) Inspections FAQs - Spanish,Department of Housing Preservation and Development HPD Literature Request Housing Quality Standards (HQS) Inspections FAQs - Spanish,department of housing preservation and development hpd literature request housing quality standards (hqs) inspections faqs - spanish,department housing preservation development hpd general information housing quality standards hqs inspection inspection code enforcement violation violationections faqs spanish,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.4939}",0.151,0.849,0.0,-0.4939
1074,1,School - MS 101 Edward R Byrne,School Maintenance,Unclean Condition,School - MS 101 Edward R Byrne School Maintenance Unclean Condition,school - ms 101 edward r byrne school maintenance unclean condition,school ms edward r byrne school maintenance unclean condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1075,1,Department of Buildings,Forensic Engineering,Bowstring Truss Tracking Complaint,Department of Buildings Forensic Engineering Bowstring Truss Tracking Complaint,department of buildings forensic engineering bowstring truss tracking complaint,department buildings forensic engineering bowstring truss tracking complaint,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",0.239,0.761,0.0,-0.296
1076,1,School - Harlem Prep Charter School,School Maintenance,Other School Condition,School - Harlem Prep Charter School School Maintenance Other School Condition,school - harlem prep charter school school maintenance other school condition,school harlem prep charter school school maintenance school condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1077,1,Department of Transportation,Tunnel Condition,Pothole - Tunnel,Department of Transportation Tunnel Condition Pothole - Tunnel,department of transportation tunnel condition pothole - tunnel,department transit transportation tunnel condition pothole tunnel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1078,1,Department of Transportation,Traffic Signal Condition,Wireless,Department of Transportation Traffic Signal Condition Wireless,department of transportation traffic signal condition wireless,department transit transportation traffic signal condition wireless,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1079,1,Department of Consumer Affairs,DCA / DOH New License Application Request,Amusement Arcade License,Department of Consumer Affairs DCA / DOH New License Application Request Amusement Arcade License,department of consumer affairs dca / doh new license application request amusement arcade license,department constructionumer affairs dca doh new license application request amusement arcade license,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.0,0.815,0.185,0.3612
1080,1,Condo or CoOp Unit,DOF Property - Reduction Issue,Personal Other Exemption,Condo or CoOp Unit DOF Property - Reduction Issue Personal Other Exemption,condo or coop unit dof property - reduction issue personal other exemption,condo coop unit dof property building reduction issue personal exemption,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1081,1,Department of Consumer Affairs,DCA / DOH New License Application Request,Process Server Organization License,Department of Consumer Affairs DCA / DOH New License Application Request Process Server Organization License,department of consumer affairs dca / doh new license application request process server organization license,department constructionumer affairs dca doh new license application request process server organization license,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1082,1,School - The Facing History School,School Maintenance,Heating Problem,School - The Facing History School School Maintenance Heating Problem,school - the facing history school school maintenance heating problem,school facing history school school maintenance heating problem,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",0.278,0.722,0.0,-0.4019
1083,1,School - PS 48 Mapleton,School Maintenance,Other School Condition,School - PS 48 Mapleton School Maintenance Other School Condition,school - ps 48 mapleton school maintenance other school condition,school ps mapleton school maintenance school condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1084,1,Department of Transportation,Traffic Signal Condition,Box Cover,Department of Transportation Traffic Signal Condition Box Cover,department of transportation traffic signal condition box cover,department transit transportation traffic signal condition box cover,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1085,1,School - PS 127 Aerospace Science Magnet School,School Maintenance,Heating Problem,School - PS 127 Aerospace Science Magnet School School Maintenance Heating Problem,school - ps 127 aerospace science magnet school school maintenance heating problem,school ps aerospace science magnet school school maintenance heating problem,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4019}",0.231,0.769,0.0,-0.4019
1086,1,Department of Buildings,Miscellaneous Categories,FDNY Referral - Pilot,Department of Buildings Miscellaneous Categories FDNY Referral - Pilot,department of buildings miscellaneous categories fdny referral - pilot,department buildings miscellaneous categories fdny referral pilot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1087,1,Department of Transportation,Bridge Condition,Guard Rail - Bridge,Department of Transportation Bridge Condition Guard Rail - Bridge,department of transportation bridge condition guard rail - bridge,department transit transportation bridge condition guard rail bridge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1088,1,School - PS 38 Roberto Clemente,School Maintenance,Other School Condition,School - PS 38 Roberto Clemente School Maintenance Other School Condition,school - ps 38 roberto clemente school maintenance other school condition,school ps roberto clemente school maintenance school condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1089,1,School - PS 107 Thomas A Dooley,School Maintenance,Plumbing Problem,School - PS 107 Thomas A Dooley School Maintenance Plumbing Problem,school - ps 107 thomas a dooley school maintenance plumbing problem,school ps thomas dooley school maintenance plumbing problem,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",0.278,0.722,0.0,-0.4019
1090,1,Department of Education,School Maintenance,Unclean Condition,Department of Education School Maintenance Unclean Condition,department of education school maintenance unclean condition,department education school maintenance unclean condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1091,1,School - IS 141 The Steinway,School Maintenance,Heating Problem,School - IS 141 The Steinway School Maintenance Heating Problem,school - is 141 the steinway school maintenance heating problem,school steinway school maintenance heating problem,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}",0.351,0.649,0.0,-0.4019
1092,1,Department of Parks and Recreation,Violation of Park Rules,Biking/Rollerblading off Path,Department of Parks and Recreation Violation of Park Rules Biking/Rollerblading off Path,department of parks and recreation violation of park rules biking/rollerblading off path,department parks parks recreation parks recreation violation recreation parks rules biking rollerblading path,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.4939}",0.211,0.789,0.0,-0.4939
1093,1,School - Bronx Academy for Software Engineering (BASE),School Maintenance,Heating Problem,School - Bronx Academy for Software Engineering (BASE) School Maintenance Heating Problem,school - bronx academy for software engineering (base) school maintenance heating problem,school bronx academy software engineering base school maintenance heating problem,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4019}",0.231,0.769,0.0,-0.4019
1094,1,School - Archer Elementary School,School Maintenance,Heating Problem,School - Archer Elementary School School Maintenance Heating Problem,school - archer elementary school school maintenance heating problem,school archer elementary school school maintenance heating problem,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",0.278,0.722,0.0,-0.4019
1095,1,School - PS 69 Vincent D Grippo School,School Maintenance,Heating Problem,School - PS 69 Vincent D Grippo School School Maintenance Heating Problem,school - ps 69 vincent d grippo school school maintenance heating problem,school ps vincent grippo school school maintenance heating problem,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",0.252,0.748,0.0,-0.4019
1096,1,Department of Sanitation,Electronics Waste,1RE missed collection for E-waste,Department of Sanitation Electronics Waste 1RE missed collection for E-waste,department of sanitation electronics waste 1re missed collection for e-waste,department sanitation waste electronics waste missed collection waste ewaste,"{'neg': 0.679, 'neu': 0.321, 'pos': 0.0, 'compound': -0.8625}",0.679,0.321,0.0,-0.8625
1097,1,School - Flushing High School,School Maintenance,Rodents/Mice,School - Flushing High School School Maintenance Rodents/Mice,school - flushing high school school maintenance rodents/mice,school flushing high school school maintenance public health rodent rats pest controls public health rats public health rodent rats pest control pest control,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1098,1,School - Murry Bergtraum High School for Business Careers,School Maintenance,Other School Condition,School - Murry Bergtraum High School for Business Careers School Maintenance Other School Condition,school - murry bergtraum high school for business careers school maintenance other school condition,school murry bergtraum high school business careers school maintenance school condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1099,1,Department of Buildings,Elevator,Accident - Elevator,Department of Buildings Elevator Accident - Elevator,department of buildings elevator accident - elevator,department buildings elevator accident elevator,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",0.437,0.563,0.0,-0.4767
1100,1,School - PS 171 Peter G Van Alst,School Maintenance,Unclean Condition,School - PS 171 Peter G Van Alst School Maintenance Unclean Condition,school - ps 171 peter g van alst school maintenance unclean condition,school ps peter g van alst school maintenance unclean condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1101,1,Department of Consumer Affairs,DCA / DOH New License Application Request,Licensed Home Improvement Contractor Bumper Sticker,Department of Consumer Affairs DCA / DOH New License Application Request Licensed Home Improvement Contractor Bumper Sticker,department of consumer affairs dca / doh new license application request licensed home improvement contractor bumper sticker,department constructionumer affairs dca doh new license application request licensed home improvement contractor bumper sticker,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4588}",0.0,0.824,0.176,0.4588
1102,1,Department of Transportation,Traffic Signal Condition,Veh Signal Lens,Department of Transportation Traffic Signal Condition Veh Signal Lens,department of transportation traffic signal condition veh signal lens,department transit transportation traffic signal condition veh signal lens,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1103,1,Office of the Taxpayer Advocate,Advocate-Personal Exemptions,Personal DHE Exemption,Office of the Taxpayer Advocate Advocate-Personal Exemptions Personal DHE Exemption,office of the taxpayer advocate advocate-personal exemptions personal dhe exemption,office taxpayer advocate advocatepersonal exemptions personal dhe exemption,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1104,1,School - PS 145 The Bloomingdale School,School Maintenance,Other School Condition,School - PS 145 The Bloomingdale School School Maintenance Other School Condition,school - ps 145 the bloomingdale school school maintenance other school condition,school ps bloomingdale school school maintenance school condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1105,1,School - PS-MS 31 The William Lloyd Garrison,School Maintenance,Rodents/Mice,School - PS-MS 31 The William Lloyd Garrison School Maintenance Rodents/Mice,school - ps-ms 31 the william lloyd garrison school maintenance rodents/mice,school psms william lloyd garrison school maintenance public health rodent rats pest controls public health rats public health rodent rats pest control pest control,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1106,1,Commercial Exemption Unit,DOF Property - Reduction Issue,Commercial CEP or CRP Exemption,Commercial Exemption Unit DOF Property - Reduction Issue Commercial CEP or CRP Exemption,commercial exemption unit dof property - reduction issue commercial cep or crp exemption,commercial exemption unit dof property building reduction issue commercial cep crp exemption,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1107,1,School - American Dream Charter School,School Maintenance,Heating Problem,School - American Dream Charter School School Maintenance Heating Problem,school - american dream charter school school maintenance heating problem,school american dream charter school school maintenance heating problem,"{'neg': 0.231, 'neu': 0.598, 'pos': 0.171, 'compound': -0.1779}",0.231,0.598,0.171,-0.1779
1108,1,School - The Global Learning Collaborative,School Maintenance,Other School Condition,School - The Global Learning Collaborative School Maintenance Other School Condition,school - the global learning collaborative school maintenance other school condition,school global learning collaborative school maintenance school condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1109,1,School - PS 188 The Island School,School Maintenance,Other School Condition,School - PS 188 The Island School School Maintenance Other School Condition,school - ps 188 the island school school maintenance other school condition,school ps island school school maintenance school condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1110,1,School - PS 107 Thomas A Dooley,School Maintenance,Heating Problem,School - PS 107 Thomas A Dooley School Maintenance Heating Problem,school - ps 107 thomas a dooley school maintenance heating problem,school ps thomas dooley school maintenance heating problem,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",0.278,0.722,0.0,-0.4019
1111,1,School - PS 62 Chester Park School,School Maintenance,Unclean Condition,School - PS 62 Chester Park School School Maintenance Unclean Condition,school - ps 62 chester park school school maintenance unclean condition,school ps chester park school school maintenance unclean condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1112,1,School - PS 97 Bronx,School Maintenance,Unclean Condition,School - PS 97 Bronx School Maintenance Unclean Condition,school - ps 97 bronx school maintenance unclean condition,school ps bronx school maintenance unclean condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1113,1,School - PS 39 Francis J Murphy Jr,School Maintenance,Unclean Condition,School - PS 39 Francis J Murphy Jr School Maintenance Unclean Condition,school - ps 39 francis j murphy jr school maintenance unclean condition,school ps francis j murphy jr school maintenance unclean condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
